team_home,team_away,goals_home,goals_away,league_division,season,group
FC Puimur,FC POHU/Swigu,4,2,7,23,4
Valtti/4,LPS/7,1,2,7,23,4
FC POHU/Kova Kamppi,Kullervo,5,1,7,23,4
JJ Vepo,Cosmos,2,0,7,23,4
Valtti/4,JJ Vepo,0,1,7,23,4
LPS/7,Kullervo,0,1,7,23,4
OT-77,FC Puimur,0,1,7,23,4
Valtti/4,FC POHU/Swigu,0,4,7,23,4
Cosmos,Ponnistus/TK,5,0,7,23,4
LPS/7,OT-77,1,1,7,23,4
Ponnistus/TK,FC POHU/Swigu,1,3,7,23,4
FC POHU/Kova Kamppi,Valtti/4,4,2,7,23,4
FC Puimur,JJ Vepo,4,3,7,23,4
Kullervo,Cosmos,1,3,7,23,4
Valtti/4,Ponnistus/TK,0,2,7,23,4
OT-77,FC POHU/Kova Kamppi,1,3,7,23,4
Cosmos,FC Puimur,1,3,7,23,4
JJ Vepo,Kullervo,5,1,7,23,4
FC POHU/Swigu,LPS/7,2,0,7,23,4
FC Puimur,Ponnistus/TK,5,0,7,23,4
FC POHU/Swigu,OT-77,2,1,7,23,4
Kullervo,Valtti/4,3,0,7,23,4
JJ Vepo,FC POHU/Kova Kamppi,1,5,7,23,4
Cosmos,LPS/7,0,3,7,23,4
OT-77,Cosmos,1,1,7,23,4
Ponnistus/TK,Kullervo,1,0,7,23,4
FC POHU/Kova Kamppi,FC Puimur,2,2,7,23,4
LPS/7,JJ Vepo,2,0,7,23,4
AC StaSi/Europort,Kullervo/Überkleber,2,2,7,23,5
Kullervo/Überkleber,FC Lähiö,2,2,7,23,5
MoPo,Kilo IF/2,1,4,7,23,5
KOPSE/CRPS FC,FC Pakila,1,4,7,23,5
AC StaSi/Europort,Käpylän Sekunda,2,4,7,23,5
HeKuLa,PK-35/Äijät,0,0,7,23,5
PK-35/Äijät,KOPSE/CRPS FC,1,1,7,23,5
Käpylän Sekunda,Kullervo/Überkleber,3,1,7,23,5
FC Pakila,AC StaSi/Europort,2,3,7,23,5
Kilo IF/2,HeKuLa,4,1,7,23,5
FC Lähiö,MoPo,6,0,7,23,5
PK-35/Äijät,Käpylän Sekunda,2,3,7,23,5
FC Lähiö,PK-35/Äijät,2,0,7,23,5
Kullervo/Überkleber,HeKuLa,2,1,7,23,5
KOPSE/CRPS FC,AC StaSi/Europort,2,0,7,23,5
MoPo,Käpylän Sekunda,2,5,7,23,5
Kilo IF/2,FC Pakila,2,1,7,23,5
HeKuLa,KOPSE/CRPS FC,0,2,7,23,5
Käpylän Sekunda,Kilo IF/2,4,2,7,23,5
FC Pakila,FC Lähiö,0,3,7,23,5
FC Lähiö,HeKuLa,5,0,7,23,5
PK-35/Äijät,MoPo,2,0,7,23,5
KOPSE/CRPS FC,FC Lähiö,2,2,7,23,5
Kilo IF/2,AC StaSi/Europort,4,1,7,23,5
HeKuLa,Käpylän Sekunda,2,3,7,23,5
Kullervo/Überkleber,PK-35/Äijät,1,0,7,23,5
MoPo,FC Pakila,0,3,7,23,5
FC Pakila,HeKuLa,0,1,7,23,5
FC Lähiö,Kilo IF/2,2,0,7,23,5
KOPSE/CRPS FC,Kullervo/Überkleber,1,2,7,23,5
AC StaSi/Europort,MoPo,0,1,7,23,5
HeKuLa,AC StaSi/Europort,1,2,7,23,5
Käpylän Sekunda,FC Lähiö,1,2,7,23,5
Kilo IF/2,PK-35/Äijät,3,0,7,23,5
Kullervo/Überkleber,FC Pakila,1,3,7,23,5
MoPo,KOPSE/CRPS FC,1,3,7,23,5
MoPo,Kullervo/Überkleber,1,2,7,23,5
Käpylän Sekunda,FC Pakila,3,4,7,23,5
PK-35/Äijät,AC StaSi/Europort,0,0,7,23,5
Kilo IF/2,KOPSE/CRPS FC,1,2,7,23,5
HeKuLa,MoPo,0,1,7,23,5
Kullervo/Überkleber,Kilo IF/2,1,6,7,23,5
FC Pakila,PK-35/Äijät,4,2,7,23,5
KOPSE/CRPS FC,Käpylän Sekunda,2,3,7,23,5
AC StaSi/Europort,FC Lähiö,0,3,7,23,5
FC Kontu/TDJ,Cosmos,1,2,7,22,3
Valtti/4,Cosmos,0,1,7,22,3
JJ Vepo,MLHF/2,2,7,7,22,3
LPS/7,FC Kontu/TDJ,0,1,7,22,3
AS RaPe,KOPSE/CRPS FC,0,1,7,22,3
KOPSE/CRPS FC,Valtti/4,4,0,7,22,3
MLHF/2,LPS/7,1,1,7,22,3
FC Kontu/TDJ,AS RaPe,3,0,7,22,3
Cosmos,JJ Vepo,4,0,7,22,3
LPS/7,Cosmos,1,1,7,22,3
Valtti/4,AS RaPe,0,7,7,22,3
FC Kontu/TDJ,MLHF/2,1,2,7,22,3
JJ Vepo,KOPSE/CRPS FC,4,2,7,22,3
Valtti/4,FC Kontu/TDJ,0,3,7,22,3
KOPSE/CRPS FC,LPS/7,2,1,7,22,3
Cosmos,MLHF/2,0,0,7,22,3
AS RaPe,JJ Vepo,4,1,7,22,3
MLHF/2,KOPSE/CRPS FC,5,1,7,22,3
JJ Vepo,Valtti/4,4,4,7,22,3
LPS/7,AS RaPe,3,0,7,22,3
Valtti/4,LPS/7,0,0,7,22,3
KOPSE/CRPS FC,Cosmos,0,4,7,22,3
AS RaPe,MLHF/2,1,3,7,22,3
JJ Vepo,FC Kontu/TDJ,0,6,7,22,3
LPS/7,JJ Vepo,3,1,7,22,3
Cosmos,AS RaPe,4,1,7,22,3
FC Kontu/TDJ,KOPSE/CRPS FC,0,0,7,22,3
MLHF/2,Valtti/4,5,0,7,22,3
OT-77,FC Puimur,3,2,7,22,4
FC POHU/Swigu,AC StaSi/Europort,3,1,7,22,4
Roxbury JK Hki,PiTa,1,0,7,22,4
PiTa,FC Pakila,2,0,7,22,4
FC Puimur,FC POHU/Swigu,2,2,7,22,4
Kilo IF/2,Roxbury JK Hki,3,0,7,22,4
FC Pakila,OT-77,4,0,7,22,4
FC POHU/Swigu,Roxbury JK Hki,2,1,7,22,4
AC StaSi/Europort,PiTa,0,1,7,22,4
OT-77,FC POHU/Swigu,0,1,7,22,4
Roxbury JK Hki,FC Pakila,2,1,7,22,4
FC Puimur,Kilo IF/2,1,5,7,22,4
FC POHU/Swigu,PiTa,2,2,7,22,4
FC Pakila,AC StaSi/Europort,2,1,7,22,4
FC Puimur,Roxbury JK Hki,1,2,7,22,4
Kilo IF/2,OT-77,0,3,7,22,4
PiTa,FC Puimur,4,2,7,22,4
FC Pakila,FC POHU/Swigu,1,7,7,22,4
AC StaSi/Europort,Kilo IF/2,0,0,7,22,4
Roxbury JK Hki,OT-77,0,0,7,22,4
FC Puimur,AC StaSi/Europort,0,1,7,22,4
Kilo IF/2,PiTa,3,2,7,22,4
AC StaSi/Europort,Roxbury JK Hki,1,1,7,22,4
PiTa,OT-77,1,1,7,22,4
Kilo IF/2,FC Pakila,4,5,7,22,4
OT-77,AC StaSi/Europort,0,0,7,22,4
FC Pakila,FC Puimur,1,1,7,22,4
FC POHU/Swigu,Kilo IF/2,2,2,7,22,4
FC POHU/Kova Kamppi,Ponnistus/TK,1,3,7,22,5
HeKuLa,Kullervo,1,3,7,22,5
Valtti/Juniors,Käpylän Sekunda,2,4,7,22,5
Ponnistus/TK,Käpylän Sekunda,1,1,7,22,5
Valtti/Juniors,FC POHU/Kova Kamppi,4,1,7,22,5
FC Lähiö,HeKuLa,4,0,7,22,5
MoPo,Kullervo,1,3,7,22,5
Käpylän Sekunda,PK-35/Äijät,15,1,7,22,5
HeKuLa,MoPo,1,0,7,22,5
Kullervo,Valtti/Juniors,2,0,7,22,5
PK-35/Äijät,FC Lähiö,2,3,7,22,5
Kullervo,Ponnistus/TK,3,1,7,22,5
FC Lähiö,Valtti/Juniors,3,5,7,22,5
MoPo,PK-35/Äijät,0,0,7,22,5
HeKuLa,FC POHU/Kova Kamppi,3,0,7,22,5
Valtti/Juniors,Ponnistus/TK,1,2,7,22,5
PK-35/Äijät,Kullervo,1,3,7,22,5
FC POHU/Kova Kamppi,MoPo,0,0,7,22,5
Käpylän Sekunda,FC Lähiö,1,3,7,22,5
Ponnistus/TK,HeKuLa,0,0,7,22,5
Kullervo,Käpylän Sekunda,1,3,7,22,5
PK-35/Äijät,Valtti/Juniors,2,1,7,22,5
FC Lähiö,FC POHU/Kova Kamppi,6,2,7,22,5
Ponnistus/TK,FC Lähiö,4,1,7,22,5
FC POHU/Kova Kamppi,PK-35/Äijät,5,0,7,22,5
Käpylän Sekunda,MoPo,0,2,7,22,5
MoPo,Ponnistus/TK,1,1,7,22,5
Kullervo,FC POHU/Kova Kamppi,5,0,7,22,5
PK-35/Äijät,HeKuLa,1,1,7,22,5
MoPo,FC Lähiö,1,2,7,22,5
FC POHU/Kova Kamppi,Käpylän Sekunda,1,3,7,22,5
HeKuLa,Valtti/Juniors,3,6,7,22,5
Valtti/Juniors,MoPo,5,0,7,22,5
Ponnistus/TK,PK-35/Äijät,3,1,7,22,5
Käpylän Sekunda,HeKuLa,0,1,7,22,5
FC Lähiö,Kullervo,1,3,7,22,5
Cosmos,FC Lähiö,1,3,7,22,6
MLHF/2,FC POHU/Swigu,3,0,7,22,6
FC Kontu/TDJ,Kilo IF/2,3,2,7,22,6
Kullervo,Roxbury JK Hki,2,2,7,22,6
Ponnistus/TK,FC Kontu/TDJ,0,4,7,22,6
FC Lähiö,MLHF/2,0,4,7,22,6
Roxbury JK Hki,Cosmos,0,3,7,22,6
Kilo IF/2,Kullervo,1,2,7,22,6
Cosmos,MLHF/2,0,0,7,22,6
FC Lähiö,FC POHU/Swigu,2,0,7,22,6
FC Kontu/TDJ,Cosmos,3,1,7,22,6
Kilo IF/2,FC Lähiö,2,3,7,22,6
MLHF/2,Roxbury JK Hki,2,2,7,22,6
FC POHU/Swigu,Ponnistus/TK,1,0,7,22,6
Ponnistus/TK,Kilo IF/2,1,2,7,22,6
Kullervo,MLHF/2,1,3,7,22,6
Cosmos,Ponnistus/TK,5,0,7,22,6
FC Kontu/TDJ,FC Lähiö,1,3,7,22,6
FC POHU/Swigu,Kullervo,1,0,7,22,6
Kilo IF/2,MLHF/2,0,5,7,22,6
Ponnistus/TK,Roxbury JK Hki,1,2,7,22,6
Roxbury JK Hki,FC POHU/Swigu,1,2,7,22,6
FC Lähiö,Ponnistus/TK,2,2,7,22,6
Kullervo,Cosmos,2,0,7,22,6
MLHF/2,FC Kontu/TDJ,1,2,7,22,6
FC Kontu/TDJ,Kullervo,2,0,7,22,6
FC POHU/Swigu,Kilo IF/2,0,2,7,22,6
Ponnistus/TK,Kullervo,1,2,7,22,6
FC POHU/Swigu,FC Kontu/TDJ,1,6,7,22,6
Kilo IF/2,Cosmos,1,1,7,22,6
FC Lähiö,Roxbury JK Hki,1,3,7,22,6
Kullervo,FC Lähiö,1,6,7,22,6
MLHF/2,Ponnistus/TK,5,0,7,22,6
Roxbury JK Hki,Kilo IF/2,2,3,7,22,6
Cosmos,FC POHU/Swigu,2,1,7,22,6
OT-77,HeKuLa,4,0,7,22,8
FC POHU/Kova Kamppi,PiTa,2,2,7,22,8
Valtti/Juniors,OT-77,1,1,7,22,8
AC StaSi/Europort,FC POHU/Kova Kamppi,1,0,7,22,8
FC Pakila,FC POHU/Kova Kamppi,4,1,7,22,8
PiTa,AC StaSi/Europort,1,1,7,22,8
HeKuLa,FC Pakila,1,2,7,22,8
AC StaSi/Europort,FC Puimur,1,8,7,22,8
OT-77,AC StaSi/Europort,0,0,7,22,8
FC Pakila,Valtti/Juniors,4,4,7,22,8
PiTa,HeKuLa,2,2,7,22,8
OT-77,FC Puimur,1,0,7,22,8
Valtti/Juniors,PiTa,2,6,7,22,8
HeKuLa,AC StaSi/Europort,0,1,7,22,8
FC Puimur,FC POHU/Kova Kamppi,5,2,7,22,8
OT-77,FC Pakila,3,2,7,22,8
FC Pakila,FC Puimur,3,4,7,22,8
PiTa,OT-77,4,1,7,22,8
FC POHU/Kova Kamppi,HeKuLa,3,3,7,22,8
FC Puimur,HeKuLa,3,0,7,22,8
FC Pakila,PiTa,0,2,7,22,8
Valtti/Juniors,FC POHU/Kova Kamppi,3,1,7,22,8
FC POHU/Kova Kamppi,OT-77,3,4,7,22,8
PiTa,FC Puimur,2,3,7,22,8
AC StaSi/Europort,FC Pakila,1,2,7,22,8
HeKuLa,Valtti/Juniors,0,5,7,22,8
KOPSE/CRPS FC,AS RaPe,5,2,7,22,9
PK-35/Äijät,LPS/7,0,4,7,22,9
MoPo,JJ Vepo,0,1,7,22,9
Käpylän Sekunda,Valtti/4,4,1,7,22,9
Valtti/4,KOPSE/CRPS FC,0,0,7,22,9
JJ Vepo,Käpylän Sekunda,1,4,7,22,9
AS RaPe,PK-35/Äijät,4,1,7,22,9
LPS/7,MoPo,3,1,7,22,9
MoPo,PK-35/Äijät,1,0,7,22,9
Käpylän Sekunda,LPS/7,2,0,7,22,9
AS RaPe,Valtti/4,5,1,7,22,9
KOPSE/CRPS FC,JJ Vepo,2,5,7,22,9
Käpylän Sekunda,KOPSE/CRPS FC,1,1,7,22,9
MoPo,Käpylän Sekunda,1,3,7,22,9
JJ Vepo,AS RaPe,2,5,7,22,9
PK-35/Äijät,Valtti/4,1,1,7,22,9
LPS/7,KOPSE/CRPS FC,3,0,7,22,9
AS RaPe,LPS/7,0,1,7,22,9
Valtti/4,JJ Vepo,3,1,7,22,9
KOPSE/CRPS FC,MoPo,0,0,7,22,9
Käpylän Sekunda,PK-35/Äijät,5,1,7,22,9
MoPo,AS RaPe,0,5,7,22,9
PK-35/Äijät,JJ Vepo,7,3,7,22,9
LPS/7,Valtti/4,0,0,7,22,9
Valtti/4,MoPo,0,1,7,22,9
JJ Vepo,LPS/7,1,4,7,22,9
KOPSE/CRPS FC,PK-35/Äijät,0,2,7,22,9
AS RaPe,Käpylän Sekunda,2,5,7,22,9
Kilo IF/2,Tolsa,0,1,7,21,1
AC StaSi/Europort,FC POHU/Kova Kamppi,1,0,7,21,1
Roxbury JK Hki,MoPo,0,0,7,21,1
Cosmos,OT-77,1,1,7,21,1
OT-77,FC POHU/Kova Kamppi,2,1,7,21,1
OT-77,Roxbury JK Hki,1,3,7,21,1
MoPo,Kilo IF/2,2,5,7,21,1
AC StaSi/Europort,Cosmos,0,2,7,21,1
FC POHU/Kova Kamppi,Tolsa,0,11,7,21,1
OT-77,Tolsa,2,1,7,21,1
Tolsa,MoPo,3,1,7,21,1
Cosmos,FC POHU/Kova Kamppi,4,2,7,21,1
Kilo IF/2,OT-77,3,0,7,21,1
Roxbury JK Hki,AC StaSi/Europort,1,0,7,21,1
AC StaSi/Europort,Kilo IF/2,2,3,7,21,1
FC POHU/Kova Kamppi,MoPo,2,0,7,21,1
Cosmos,Roxbury JK Hki,2,2,7,21,1
Roxbury JK Hki,FC POHU/Kova Kamppi,6,2,7,21,1
Roxbury JK Hki,Kilo IF/2,0,3,7,21,1
MoPo,OT-77,0,1,7,21,1
Kilo IF/2,Cosmos,5,1,7,21,1
AC StaSi/Europort,MoPo,0,2,7,21,1
Cosmos,Tolsa,2,3,7,21,1
OT-77,AC StaSi/Europort,1,1,7,21,1
Tolsa,Roxbury JK Hki,6,0,7,21,1
FC POHU/Kova Kamppi,Kilo IF/2,0,4,7,21,1
MoPo,Cosmos,2,2,7,21,1
Käpylän Sekunda,FC POHU/Swigu,1,6,7,21,2
FC POHU/Swigu,FC Lähiö,2,2,7,21,2
FC Puimur,HeKuLa,4,2,7,21,2
FC Pakila,FC Puimur,5,1,7,21,2
FC POHU/Swigu,HeKuLa,3,1,7,21,2
HakPa,FC Lähiö,0,4,7,21,2
FC Lähiö,FC Puimur,4,0,7,21,2
HakPa,Käpylän Sekunda,1,2,7,21,2
HeKuLa,FC Pakila,0,4,7,21,2
Käpylän Sekunda,FC Lähiö,1,4,7,21,2
FC POHU/Swigu,HakPa,3,1,7,21,2
FC Lähiö,HeKuLa,3,0,7,21,2
HakPa,FC Pakila,1,3,7,21,2
FC Puimur,HakPa,2,0,7,21,2
FC Pakila,Käpylän Sekunda,0,3,7,21,2
Käpylän Sekunda,FC Puimur,3,1,7,21,2
HakPa,HeKuLa,1,0,7,21,2
FC POHU/Swigu,FC Pakila,3,0,7,21,2
FC Puimur,FC POHU/Swigu,4,1,7,21,2
FC Lähiö,FC Pakila,5,3,7,21,2
HeKuLa,Käpylän Sekunda,0,1,7,21,2
KOPSE/CRPS FC,FC Kontu/TDJ,0,6,7,21,3
JJ Vepo,Valtti/3,1,4,7,21,3
AS RaPe,Kullervo,2,4,7,21,3
Ponnistus/TK,Trikiinit,1,1,7,21,3
Kullervo,Valtti/3,1,0,7,21,3
AS RaPe,Ponnistus/TK,2,0,7,21,3
Valtti/3,KOPSE/CRPS FC,3,2,7,21,3
Kullervo,FC Kontu/TDJ,0,0,7,21,3
Trikiinit,JJ Vepo,5,0,7,21,3
JJ Vepo,AS RaPe,5,2,7,21,3
Ponnistus/TK,Kullervo,1,3,7,21,3
KOPSE/CRPS FC,Trikiinit,0,4,7,21,3
FC Kontu/TDJ,Valtti/3,4,1,7,21,3
Ponnistus/TK,JJ Vepo,2,0,7,21,3
AS RaPe,KOPSE/CRPS FC,2,0,7,21,3
Trikiinit,FC Kontu/TDJ,0,0,7,21,3
JJ Vepo,KOPSE/CRPS FC,3,4,7,21,3
JJ Vepo,Kullervo,2,7,7,21,3
FC Kontu/TDJ,AS RaPe,2,0,7,21,3
KOPSE/CRPS FC,Ponnistus/TK,1,1,7,21,3
Valtti/3,Trikiinit,0,7,7,21,3
FC Kontu/TDJ,JJ Vepo,3,1,7,21,3
Trikiinit,Kullervo,2,1,7,21,3
Ponnistus/TK,FC Kontu/TDJ,4,3,7,21,3
AS RaPe,Valtti/3,3,1,7,21,3
Valtti/3,Ponnistus/TK,1,1,7,21,3
Trikiinit,AS RaPe,1,1,7,21,3
Kullervo,KOPSE/CRPS FC,2,1,7,21,3
Kullervo,FC POHU/Swigu,1,3,7,21,4
Tolsa,Trikiinit,2,1,7,21,4
Kilo IF/2,FC Lähiö,2,1,7,21,4
Trikiinit,FC Lähiö,8,0,7,21,4
Tolsa,FC POHU/Swigu,7,2,7,21,4
Kullervo,Kilo IF/2,1,2,7,21,4
FC POHU/Swigu,Trikiinit,0,3,7,21,4
FC Lähiö,Kullervo,1,4,7,21,4
Kilo IF/2,Tolsa,0,6,7,21,4
FC Lähiö,Tolsa,0,7,7,21,4
Trikiinit,Kullervo,1,1,7,21,4
FC POHU/Swigu,Kilo IF/2,0,4,7,21,4
Kullervo,Tolsa,0,6,7,21,4
FC Lähiö,FC POHU/Swigu,6,2,7,21,4
Kilo IF/2,Trikiinit,0,3,7,21,4
Roxbury JK Hki,OT-77,0,4,7,21,5
Roxbury JK Hki,Käpylän Sekunda,2,1,7,21,5
FC Kontu/TDJ,FC Pakila,1,1,7,21,5
OT-77,AS RaPe,4,4,7,21,5
OT-77,FC Pakila,1,0,7,21,5
AS RaPe,Käpylän Sekunda,0,3,7,21,5
FC Kontu/TDJ,Roxbury JK Hki,0,2,7,21,5
FC Pakila,AS RaPe,3,1,7,21,5
Käpylän Sekunda,FC Kontu/TDJ,2,6,7,21,5
FC Kontu/TDJ,OT-77,1,0,7,21,5
FC Pakila,Roxbury JK Hki,1,0,7,21,5
Käpylän Sekunda,OT-77,0,1,7,21,5
AS RaPe,FC Kontu/TDJ,2,1,7,21,5
Roxbury JK Hki,AS RaPe,3,1,7,21,5
Käpylän Sekunda,FC Pakila,4,1,7,21,5
MoPo,Valtti/3,4,0,7,21,6
Cosmos,FC Puimur,0,1,7,21,6
Valtti/3,FC Puimur,1,5,7,21,6
Ponnistus/TK,Cosmos,2,4,7,21,6
FC Puimur,Ponnistus/TK,4,4,7,21,6
HakPa,Valtti/3,1,2,7,21,6
Cosmos,MoPo,1,0,7,21,6
FC Puimur,MoPo,3,3,7,21,6
HakPa,Cosmos,0,5,7,21,6
Valtti/3,Ponnistus/TK,0,3,7,21,6
FC Puimur,HakPa,3,0,7,21,6
Ponnistus/TK,MoPo,4,0,7,21,6
Cosmos,Valtti/3,5,1,7,21,6
AC StaSi/Europort,HeKuLa,3,1,7,21,7
KOPSE/CRPS FC,JJ Vepo,5,2,7,21,7
KOPSE/CRPS FC,AC StaSi/Europort,1,2,7,21,7
FC POHU/Kova Kamppi,JJ Vepo,0,0,7,21,7
AC StaSi/Europort,FC POHU/Kova Kamppi,2,2,7,21,7
HeKuLa,KOPSE/CRPS FC,1,3,7,21,7
JJ Vepo,AC StaSi/Europort,1,3,7,21,7
HeKuLa,FC POHU/Kova Kamppi,1,1,7,21,7
FC POHU/Kova Kamppi,KOPSE/CRPS FC,1,2,7,21,7
JJ Vepo,HeKuLa,0,2,7,21,7
Ponnistus/TK,HeKuLa,1,1,7,20,4
HeKuLa,FC POHU/Swigu,0,3,7,20,4
Käpylän Sekunda,HeKuLa,1,1,7,20,4
Tavastia/AC Tuska United,Kullervo,1,2,7,20,4
Ponnistus/TK,HePu/Pala,1,1,7,20,4
FC POHU/Swigu,AC StaSi/Europort,3,1,7,20,4
HJK/Töölön Ihme,PiTa,5,1,7,20,4
OT-77,FC Pakila,1,0,7,20,4
Ponnistus/TK,Käpylän Sekunda,2,3,7,20,4
FC Pakila,Tavastia/AC Tuska United,5,5,7,20,4
PiTa,FC POHU/Swigu,4,0,7,20,4
HePu/Pala,HJK/Töölön Ihme,0,1,7,20,4
AC StaSi/Europort,Ponnistus/TK,0,0,7,20,4
HeKuLa,OT-77,1,2,7,20,4
Kullervo,Käpylän Sekunda,4,0,7,20,4
Kullervo,AC StaSi/Europort,1,1,7,20,4
HePu/Pala,PiTa,3,2,7,20,4
FC Pakila,HJK/Töölön Ihme,0,1,7,20,4
Käpylän Sekunda,OT-77,2,0,7,20,4
Tavastia/AC Tuska United,FC POHU/Swigu,2,2,7,20,4
OT-77,Tavastia/AC Tuska United,2,0,7,20,4
PiTa,Kullervo,2,6,7,20,4
HeKuLa,FC Pakila,3,3,7,20,4
AC StaSi/Europort,HePu/Pala,2,0,7,20,4
FC POHU/Swigu,Käpylän Sekunda,4,1,7,20,4
HJK/Töölön Ihme,Ponnistus/TK,0,0,7,20,4
AC StaSi/Europort,Käpylän Sekunda,0,2,7,20,4
Kullervo,HeKuLa,3,2,7,20,4
PiTa,FC Pakila,3,6,7,20,4
HJK/Töölön Ihme,FC POHU/Swigu,1,1,7,20,4
Ponnistus/TK,Tavastia/AC Tuska United,1,2,7,20,4
HePu/Pala,OT-77,0,2,7,20,4
OT-77,Ponnistus/TK,3,0,7,20,4
HeKuLa,AC StaSi/Europort,1,1,7,20,4
FC Pakila,HePu/Pala,5,3,7,20,4
Käpylän Sekunda,HJK/Töölön Ihme,1,0,7,20,4
Tavastia/AC Tuska United,PiTa,1,1,7,20,4
FC POHU/Swigu,Kullervo,3,1,7,20,4
HJK/Töölön Ihme,OT-77,1,0,7,20,4
AC StaSi/Europort,Tavastia/AC Tuska United,1,0,7,20,4
HJK/Töölön Ihme,HeKuLa,0,2,7,20,4
Ponnistus/TK,FC Pakila,5,2,7,20,4
Kullervo,OT-77,1,1,7,20,4
HePu/Pala,FC POHU/Swigu,3,3,7,20,4
Käpylän Sekunda,PiTa,2,5,7,20,4
HePu/Pala,HeKuLa,4,2,7,20,4
FC Pakila,Kullervo,1,0,7,20,4
PiTa,AC StaSi/Europort,2,1,7,20,4
OT-77,FC POHU/Swigu,1,2,7,20,4
Tavastia/AC Tuska United,HJK/Töölön Ihme,0,3,7,20,4
Kullervo,HePu/Pala,3,1,7,20,4
HeKuLa,PiTa,1,1,7,20,4
Käpylän Sekunda,Tavastia/AC Tuska United,0,2,7,20,4
AC StaSi/Europort,FC Pakila,2,1,7,20,4
FC POHU/Swigu,Ponnistus/TK,0,2,7,20,4
Kullervo,HJK/Töölön Ihme,2,2,7,20,4
HePu/Pala,Tavastia/AC Tuska United,0,3,7,20,4
AC StaSi/Europort,OT-77,0,2,7,20,4
PiTa,Ponnistus/TK,0,2,7,20,4
FC Pakila,Käpylän Sekunda,6,2,7,20,4
Tavastia/AC Tuska United,HeKuLa,1,2,7,20,4
FC POHU/Swigu,FC Pakila,4,1,7,20,4
Ponnistus/TK,Kullervo,2,1,7,20,4
HJK/Töölön Ihme,AC StaSi/Europort,0,0,7,20,4
Käpylän Sekunda,HePu/Pala,1,1,7,20,4
OT-77,PiTa,1,3,7,20,4
Roxbury JK Hki,FC POHU/Kova Kamppi,4,0,7,20,5
FC Kontu/TDJ,HakPa,1,4,7,20,5
JJ Vepo,FC Lähiö,0,7,7,20,5
AS RaPe,FC Puimur,1,2,7,20,5
KOPSE/CRPS FC,MoPo,1,0,7,20,5
Valtti/3,Cosmos,1,3,7,20,5
FC Puimur,JJ Vepo,5,1,7,20,5
MoPo,Valtti/3,4,0,7,20,5
HakPa,AS RaPe,4,2,7,20,5
FC POHU/Kova Kamppi,KOPSE/CRPS FC,1,3,7,20,5
Cosmos,Roxbury JK Hki,1,0,7,20,5
FC Lähiö,FC Kontu/TDJ,0,3,7,20,5
MoPo,HakPa,0,4,7,20,5
FC Kontu/TDJ,Roxbury JK Hki,5,1,7,20,5
Cosmos,HakPa,0,0,7,20,5
Roxbury JK Hki,KOPSE/CRPS FC,3,1,7,20,5
MoPo,AS RaPe,0,0,7,20,5
HakPa,FC Puimur,3,1,7,20,5
Cosmos,FC Lähiö,4,2,7,20,5
Valtti/3,JJ Vepo,5,1,7,20,5
FC Kontu/TDJ,FC POHU/Kova Kamppi,7,1,7,20,5
FC Lähiö,HakPa,1,1,7,20,5
KOPSE/CRPS FC,Valtti/3,4,3,7,20,5
JJ Vepo,Roxbury JK Hki,0,3,7,20,5
FC Puimur,Cosmos,1,2,7,20,5
AS RaPe,FC Kontu/TDJ,0,6,7,20,5
FC POHU/Kova Kamppi,MoPo,1,3,7,20,5
FC Puimur,MoPo,3,1,7,20,5
FC Lähiö,Roxbury JK Hki,0,0,7,20,5
HakPa,KOPSE/CRPS FC,1,2,7,20,5
FC Kontu/TDJ,Valtti/3,3,0,7,20,5
Cosmos,FC POHU/Kova Kamppi,0,0,7,20,5
AS RaPe,JJ Vepo,10,0,7,20,5
KOPSE/CRPS FC,FC Kontu/TDJ,2,5,7,20,5
MoPo,Cosmos,1,1,7,20,5
Valtti/3,FC Puimur,3,1,7,20,5
FC POHU/Kova Kamppi,FC Lähiö,0,3,7,20,5
Roxbury JK Hki,AS RaPe,0,1,7,20,5
JJ Vepo,Cosmos,0,3,7,20,5
HakPa,Valtti/3,0,0,7,20,5
Roxbury JK Hki,FC Puimur,2,0,7,20,5
HakPa,JJ Vepo,10,1,7,20,5
AS RaPe,FC POHU/Kova Kamppi,1,0,7,20,5
FC Kontu/TDJ,MoPo,1,1,7,20,5
FC Lähiö,Valtti/3,6,0,7,20,5
Valtti/3,AS RaPe,1,0,7,20,5
FC Puimur,FC Lähiö,2,3,7,20,5
HakPa,FC POHU/Kova Kamppi,3,2,7,20,5
KOPSE/CRPS FC,JJ Vepo,3,2,7,20,5
FC Lähiö,MoPo,0,0,7,20,5
JJ Vepo,FC Kontu/TDJ,0,7,7,20,5
Roxbury JK Hki,Valtti/3,2,0,7,20,5
FC POHU/Kova Kamppi,FC Puimur,1,3,7,20,5
FC POHU/Kova Kamppi,JJ Vepo,2,3,7,20,5
MoPo,Roxbury JK Hki,1,2,7,20,5
FC Lähiö,KOPSE/CRPS FC,1,3,7,20,5
FC Puimur,FC Kontu/TDJ,2,3,7,20,5
Valtti/3,FC POHU/Kova Kamppi,3,2,7,20,5
Roxbury JK Hki,HakPa,0,1,7,20,5
FC Kontu/TDJ,Cosmos,0,2,7,20,5
AS RaPe,FC Lähiö,1,2,7,20,5
JJ Vepo,MoPo,0,1,7,20,5
KOPSE/CRPS FC,FC Puimur,1,4,7,20,5
